name,TUITIONFEE_IN,TUITIONFEE_OUT,ADM_RATE_ALL,SAT_AVG_ALL
Calvary University,11152,11152,0.743589744,1041
Cape Girardeau Career and Technology Center,NULL,NULL,NULL,NULL
Central Christian College of the Bible,13900,13900,0.213461538,960
Central Methodist University-College of Liberal Arts and Sciences,23770,23770,0.95,1121
University of Central Missouri,7520,14150,0.835984301,1105
Grand River Technical School,NULL,NULL,0.909090909,NULL
Cleveland University-Kansas City,14800,14800,0.8,NULL
Columbia Area Career Center,NULL,NULL,0.821428571,NULL
Columbia College,21936,21936,NULL,NULL
Conception Seminary College,21526,21526,1,1061
Concordia Seminary,NULL,NULL,NULL,NULL
Cottey College,20200,20200,0.640873016,1053
Covenant Theological Seminary,NULL,NULL,NULL,NULL
Crowder College,2664,3840,NULL,NULL
Culver-Stockton College,26040,26040,0.546553809,1040
Drury University,27015,27015,0.660795169,1226
East Central College,2592,4896,NULL,NULL
Eden Theological Seminary,NULL,NULL,NULL,NULL
Elaine Steven Beauty College,NULL,NULL,NULL,NULL
Pinnacle Career Institute-South Kansas City,NULL,NULL,NULL,NULL
Evangel University,22745,22745,0.993485342,1102
Fontbonne University,25460,25460,0.923636364,1145
Four Rivers Career Center,14441,14441,NULL,NULL
Ozarks Technical Community College,3192,5352,NULL,NULL
Hannibal-LaGrange University,21810,21810,0.545454545,NULL
Harris-Stowe State University,5340,9973,NULL,NULL
Hickey College,13920,13920,NULL,NULL
House of Heavilin Beauty College-Kansas City,NULL,NULL,NULL,NULL
Independence College of Cosmetology,NULL,NULL,NULL,NULL
Jefferson College,3300,6450,NULL,NULL
Paul Mitchell the School-Missouri Columbia,NULL,NULL,NULL,NULL
Barnes-Jewish College Goldfarb School of Nursing,NULL,NULL,NULL,NULL
Kansas City Art Institute,37800,37800,0.671875,1158
Kenrick Glennon Seminary,21540,21540,0.705882353,NULL
A T Still University of Health Sciences,NULL,NULL,NULL,NULL
Lake Career and Technical Center,4500,4500,NULL,NULL
Lex La-Ray Technical Center,NULL,NULL,0.76,NULL
Lincoln University,7632,14172,NULL,NULL
Lindenwood University,16960,16960,0.737478411,1097
State Technical College of Missouri,6060,11040,NULL,NULL
Logan University,6860,6860,1,977
Metropolitan Community College-Kansas City,3120,7140,NULL,NULL
Lutheran School of Nursing,10598,10598,1,NULL
Maryville University of Saint Louis,28470,28470,0.918786256,1176
Merrell University of Beauty Arts and Science,NULL,NULL,NULL,NULL
Metro Business College-Cape Girardeau,11375,11375,NULL,NULL
Midwest Institute,NULL,NULL,0.901315789,NULL
Midwestern Baptist Theological Seminary,7810,7810,0.945454545,1125
Mineral Area College,3520,6280,NULL,NULL
Missouri Baptist University,26020,26020,0.545,1041
Missouri Southern State University,6067,11568,0.950782998,1085
Missouri Valley College,20200,20200,0.536521739,NULL
Missouri Western State University,7570,13465,NULL,NULL
University of Missouri-Columbia,9787,26506,0.780900593,1249
University of Missouri-Kansas City,8011,19793,0.641461007,1197
Missouri University of Science and Technology,9246,25918,0.835139319,1323
University of Missouri-St Louis,9590,25505,0.759390863,1197
Moberly Area Community College,3300,6600,NULL,NULL
Hillyard Technical Center,NULL,NULL,0.476923077,NULL
Nazarene Theological Seminary,NULL,NULL,NULL,NULL
Neosho Beauty College,NULL,NULL,NULL,NULL
Truman State University,7656,14440,0.674900247,1291
Northwest Missouri State University,7657,12908,0.741080133,1124
Ozark Christian College,12720,12720,0.492211838,1107
College of the Ozarks,19130,19130,0.134769231,1165
Park University,10774,10774,0.690426639,NULL
Stevens-The Institute of Business & Arts,12720,12720,NULL,NULL
Poplar Bluff Technical Career Center,NULL,NULL,NULL,NULL
Ranken Technical College,14457,14457,NULL,NULL
Research College of Nursing,NULL,NULL,NULL,NULL
Rockhurst University,36590,36590,0.724558587,1198
Rolla Technical Institute/Center,NULL,NULL,0.934782609,NULL
Saint Louis University,42166,42166,0.644255826,1319
Salem College of Hairstyling,NULL,NULL,NULL,NULL
American College of Hair Design Inc,NULL,NULL,NULL,NULL
Sikeston Career and Technology Center,NULL,NULL,NULL,NULL
Saint Louis Christian College,11610,11610,0.24,950
St. Louis College of Pharmacy,29451,29451,0.720221607,1246
Saint Louis Community College,3285,6435,NULL,NULL
Saint Paul School of Theology,NULL,NULL,NULL,NULL
Southwest Baptist University,23358,23358,0.731953291,1136
Missouri State University-West Plains,4230,7950,NULL,NULL
Saint Luke's College of Health Sciences,NULL,NULL,NULL,NULL
St Louis College of Health Careers-St Louis,NULL,NULL,1,NULL
State Fair Community College,2880,5640,NULL,NULL
Stephens College,30344,30344,0.531126872,1099
Southeast Missouri State University,7185,12720,0.845489251,1145
Missouri State University-Springfield,7306,14746,0.840368137,1164
Three Rivers College,3810,6390,NULL,NULL
North Central Missouri College,3510,6210,NULL,NULL
Kansas City University of Medicine and Biosciences,NULL,NULL,NULL,NULL
Washington University in St Louis,51533,51533,0.15963628,1508
Webster University,27100,27100,0.535561878,1164
Westminster College,25940,25940,0.901449275,1162
William Jewell College,33620,33620,0.476277372,1226
William Woods University,23260,23260,0.748590755,1141
Academy of Cosmetology,NULL,NULL,NULL,NULL
Blackfeet Community College,3493,3493,NULL,NULL
Butte Academy of Beauty Culture,NULL,NULL,NULL,NULL
Highlands College of Montana Tech,3351,8974,0.923809524,1201
Crevier's Academy of Cosmetology Arts,NULL,NULL,NULL,NULL
Carroll College,34480,34480,0.778108712,1199
Dawson Community College,3720,7770,NULL,NULL
Chief Dull Knife College,2260,2260,NULL,NULL
Montana State University Billings,5833,18723,NULL,NULL
Flathead Valley Community College,4638,11778,NULL,NULL
Aaniiih Nakoda College,2410,2410,NULL,NULL
Fort Peck Community College,2250,2250,NULL,NULL
Great Falls College Montana State University,3255,9819,NULL,NULL
University of Providence,24440,24440,0.616016427,NULL
Helena College University of Montana,3229,8789,NULL,NULL
Little Big Horn College,3200,3200,NULL,NULL
Miles Community College,4125,8595,NULL,NULL
Montana Technological University,7125,21956,0.923809524,1201
Montana State University,7079,24071,0.831116942,1195
The University of Montana,7063,24943,0.926399224,1165
Montana State University-Northern,5861,18171,1,NULL
Rocky Mountain College,27566,27566,0.643780291,1099
Salish Kootenai College,4311,11583,NULL,NULL
The University of Montana-Western,5502,16716,0.607361963,999
La'James International College,NULL,NULL,NULL,NULL
Bellevue University,7752,7752,NULL,NULL
Clarkson College,16290,16290,0.620689655,1125
Bryan College of Health Sciences,15190,15190,0.523364486,1125
Central Community College,3000,4320,NULL,NULL
Chadron State College,7122,7152,NULL,NULL
College of Hair Design-Downtown,NULL,NULL,NULL,NULL
Concordia University-Nebraska,31000,31000,0.749512036,1134
Creighton University,38750,38750,0.720057572,1283
Doane University-Arts & Sciences,32250,32250,0.651755853,1125
Grace University,23030,23030,0.459119497,1010
Hastings College,29200,29200,0.683290488,1118
CHI Health School of Radiologic Technology,NULL,NULL,NULL,NULL
Joseph's College Cosmetology,NULL,NULL,NULL,NULL
University of Nebraska at Kearney,7294,13194,0.817458975,1105
Purdue University Global-Lincoln,15352,15352,NULL,NULL
Nebraska Methodist College of Nursing & Allied Health,15980,15980,0.681818182,1145
Metropolitan Community College Area,2970,4568,NULL,NULL
Mid-Plains Community College,3120,3930,NULL,NULL
Midland University,31630,31630,0.642996743,1039
Nebraska Christian College of Hope International University,16830,16830,0.309574468,1009
University of Nebraska at Omaha,7630,20320,0.865254422,1125
Purdue University Global-Omaha,15352,15352,NULL,NULL
Nebraska Indian Community College,4080,4080,NULL,NULL
University of Nebraska Medical Center,NULL,NULL,NULL,NULL
Nebraska Wesleyan University,32894,32894,0.712565445,1213
University of Nebraska-Lincoln,8978,24098,0.643808122,1235
Northeast Community College,3405,4545,NULL,NULL
Peru State College,7260,7260,NULL,NULL
Summit Christian College,6560,6560,0.4,1010
College of Saint Mary,19950,19950,0.560846561,NULL
Southeast Community College Area,3570,4182,NULL,NULL
Union College,23070,23070,0.599491418,1112
Nebraska College of Technical Agriculture,5062,5062,0.643808122,1235
Wayne State College,6848,11986,NULL,NULL
Western Nebraska Community College,2760,2928,NULL,NULL
York College,18760,18760,0.48490566,1041
Academy of Hair Design-Las Vegas,NULL,NULL,NULL,NULL
Career College of Northern Nevada,NULL,NULL,NULL,NULL
College of Southern Nevada,3285,10063,NULL,NULL
The Art Institute of Las Vegas,17410,17410,NULL,NULL
Las Vegas College,12510,12510,NULL,NULL
University of Nevada-Las Vegas,7665,21853,0.810676661,1100
University of Nevada-Reno,7599,21788,0.880259233,1165
Great Basin College,3015,9793,NULL,NULL
Sierra Nevada College,32639,32639,0.689795918,1048
Truckee Meadows Community College,3075,9853,NULL,NULL
Western Nevada College,3045,9823,NULL,NULL
Colby-Sawyer College,41186,41186,0.872705974,NULL
Continental Academie of Hair Design-Hudson,NULL,NULL,NULL,NULL
Dartmouth College,53368,53368,0.104467182,1483
Empire Beauty School-Laconia,NULL,NULL,NULL,NULL
Empire Beauty School-Somersworth,NULL,NULL,NULL,NULL
Franklin Pierce University,34995,34995,0.76426799,NULL
University of New Hampshire-School of Law,NULL,NULL,0.763070683,1176
Keene Beauty Academy,NULL,NULL,NULL,NULL
Northeast Catholic College,24000,24000,1,NULL
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,NULL,NULL,NULL,NULL
New England College,36954,36954,0.995875841,NULL
New England School of Hair Design,NULL,NULL,NULL,NULL
Southern New Hampshire University,31136,31136,0.780463537,NULL
New Hampshire Institute for Therapeutic Arts,NULL,NULL,NULL,NULL
University of New Hampshire-Main Campus,18067,32637,0.763070683,1176
Keene State College,13868,22614,0.826702509,1038
University of New Hampshire at Manchester,14850,29420,0.763070683,1176
Plymouth State University,13770,22230,0.787937453,NULL
NHTI-Concord's Community College,7424,16000,NULL,NULL
White Mountains Community College,7664,16240,NULL,NULL
River Valley Community College,7175,15751,NULL,NULL
Lakes Region Community College,6972,15548,NULL,NULL
Manchester Community College,7232,15808,NULL,NULL
Nashua Community College,7328,15904,NULL,NULL
Great Bay Community College,7424,16000,NULL,NULL
Paul Mitchell the School-Portsmouth,NULL,NULL,NULL,NULL
Rivier University,31090,31090,0.679352581,NULL
Saint Anselm College,40200,40200,0.76053443,1227
St Joseph School of Nursing,22933,22933,NULL,NULL
Granite State College,7593,8505,NULL,NULL
Thomas More College of Liberal Arts,21000,21000,1,1220
Eastwick College-Hackensack,14832,14832,0.41160221,NULL
Atlantic Cape Community College,4551,7851,NULL,NULL
Fortis Institute-Wayne,NULL,NULL,NULL,NULL
Bergen Community College,4446,8338,NULL,NULL
Berkeley College-Woodland Park,25300,25300,NULL,NULL
Beth Medrash Govoha,NULL,NULL,NULL,NULL
Bloomfield College,29300,29300,0.639820359,934
Brookdale Community College,4388,7911,NULL,NULL
Rowan College at Burlington County,4065,6495,NULL,NULL
Caldwell University,33950,33950,0.637362637,1035
Camden County College,4320,4440,NULL,NULL
Centenary University,32580,32580,0.870046083,1014
Adult and Continuing Education-BCTS,NULL,NULL,NULL,NULL
Branford Hall Career Institute-Parsippany,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Iselin,NULL,NULL,NULL,NULL
American Institute-Clifton,NULL,NULL,NULL,NULL
County College of Morris,4830,11790,NULL,NULL
Cumberland County College,4440,8580,NULL,NULL
Divers Academy International,NULL,NULL,NULL,NULL
Drew University,49468,49468,0.634321373,NULL
Lincoln Technical Institute-South Plainfield,NULL,NULL,NULL,NULL
Essex County College,4995,8790,NULL,NULL
Empire Beauty School-Union,NULL,NULL,NULL,NULL
Fairleigh Dickinson University-Metropolitan Campus,39446,39446,0.856262575,1125
Felician University,33650,33650,0.794130725,993
Fairleigh Dickinson University-Florham Campus,41780,41780,0.856262575,1125
Hohokus School of Trade and Technical Sciences,NULL,NULL,NULL,NULL
Georgian Court University,32260,32260,0.688591984,1015
Rowan University,13422,21890,0.694199602,1164
Rowan College at Gloucester County,4580,9320,NULL,NULL
Empire Beauty School-Cherry Hill,NULL,NULL,NULL,NULL
Harris School of Business-Cherry Hill Campus,NULL,NULL,NULL,NULL
Eastwick College-Ramsey,16252,16252,0.373493976,NULL
Holy Name Medical Center-Sister Claire Tynan School of Nursing,22309,22309,1,NULL
Hudson County Community College,5508,13428,NULL,NULL
New Jersey City University,11761,21051,0.918511755,975
Joe Kubert School of Cartoon and Graphic Art,20400,20400,0.858823529,NULL
Kean University,12107,19009,0.822166987,977
Harris School of Business-Voorhees Campus,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Union,NULL,NULL,NULL,NULL
Rizzieri Aveda School for Beauty and Wellness,NULL,NULL,NULL,NULL
Mercer County Community College,3900,7248,NULL,NULL
Middlesex County College,3468,6936,NULL,NULL
Monmouth University,36732,36732,0.739444984,1088
Montclair State University,12455,20567,0.706589958,1070
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Nursing,19719,25446,0.8,NULL
Eastwick College-Nutley,15305,15305,0.377604167,NULL
New Brunswick Theological Seminary,NULL,NULL,NULL,NULL
Robert Fiance Beauty Schools-West New York,NULL,NULL,NULL,NULL
New Jersey Institute of Technology,16898,31918,0.613868211,1282
Ocean County College,4465,7735,NULL,NULL
P B Cosmetology Education Center,NULL,NULL,NULL,NULL
Parisian Beauty School,NULL,NULL,NULL,NULL
Passaic County Community College,4920,8610,NULL,NULL
Pennco Tech-Blackwood,NULL,NULL,NULL,NULL
Princeton Theological Seminary,NULL,NULL,NULL,NULL
Princeton University,47140,47140,0.064077795,1500
Rabbinical College of America,11100,11100,0.929292929,NULL
Ramapo College of New Jersey,14080,23214,0.57356236,1146
Robert Fiance Beauty Schools-Perth Amboy,NULL,NULL,NULL,NULL
Rider University,41310,41310,0.671183948,1097
Roman Academy of Beauty Culture,NULL,NULL,NULL,NULL
Rutgers University-Camden,14501,29924,0.612410342,1238
Rutgers University-New Brunswick,14638,30579,0.612410342,1238
Rutgers University-Newark,14085,30026,0.612410342,1238
St Francis Medical Center-School of Radiologic Technology,NULL,NULL,NULL,NULL
Saint Francis Medical Center School of Nursing,NULL,NULL,NULL,NULL
Saint Peter's University,36402,36402,0.912851627,1021
Salem Community College,4950,6450,NULL,NULL
Seton Hall University,40588,40588,0.731622705,1222
Atlantic Beauty & Spa Academy LLC,NULL,NULL,NULL,NULL
College of Saint Elizabeth,33131,33131,0.645748988,885
Raritan Valley Community College,4416,5376,NULL,NULL
Stevens Institute of Technology,50554,50554,0.43875225,1410
Stockton University,13404,20357,0.815282159,1105
Talmudical Academy-New Jersey,13300,13300,0.8125,NULL
Teterboro School of Aeronautics,NULL,NULL,NULL,NULL
Thomas Edison State University,7300,9820,NULL,NULL
The College of New Jersey,16149,27578,0.475267483,1250
Union County College,4804,9608,NULL,NULL
William Paterson University of New Jersey,12652,19654,0.923881537,1030
Olympian Academy of Cosmetology,NULL,NULL,NULL,NULL
Central New Mexico Community College,1578,7170,NULL,NULL
Navajo Technical University,4070,4070,NULL,NULL
De Wolff College Hair Styling and Cosmetology,NULL,NULL,NULL,NULL
New Mexico State University-Dona Ana,1728,5496,0.638427734,1043
Clovis Community College,1296,2904,NULL,NULL
Eastern New Mexico University-Main Campus,6013,11788,0.604457877,984
Eastern New Mexico University-Roswell Campus,2256,5616,0.604457877,984
